sidoname,cityname,pm10value,pm25value,datetime
인천,서구,38,18,2022-02-26T17:00:00.000Z
인천,연수구,38,20,2022-02-26T17:00:00.000Z
인천,옹진군,32,18,2022-02-26T17:00:00.000Z
인천,중구,41,16,2022-02-26T17:00:00.000Z
인천,강화군,22,10,2022-02-23T23:00:00.000Z
인천,계양구,18,8,2022-02-23T23:00:00.000Z
인천,미추홀구,24,12,2022-02-23T23:00:00.000Z
인천,남동구,16,9,2022-02-23T23:00:00.000Z
인천,동구,23,9,2022-02-23T23:00:00.000Z
인천,부평구,16,6,2022-02-23T23:00:00.000Z
인천,서구,18,9,2022-02-23T23:00:00.000Z
인천,연수구,12,7,2022-02-23T23:00:00.000Z
인천,옹진군,18,9,2022-02-23T23:00:00.000Z
인천,중구,15,8,2022-02-23T23:00:00.000Z
인천,강화군,78,60,2022-02-25T12:00:00.000Z
인천,계양구,87,50,2022-02-25T12:00:00.000Z
인천,미추홀구,86,60,2022-02-25T12:00:00.000Z
인천,남동구,73,54,2022-02-25T12:00:00.000Z
인천,동구,74,47,2022-02-25T12:00:00.000Z
인천,부평구,75,53,2022-02-25T12:00:00.000Z
인천,서구,84,60,2022-02-25T12:00:00.000Z
인천,연수구,70,48,2022-02-25T12:00:00.000Z
인천,옹진군,65,47,2022-02-25T12:00:00.000Z
인천,중구,65,41,2022-02-25T12:00:00.000Z
인천,옹진군,35,21,2022-02-26T15:00:00.000Z
인천,중구,45,15,2022-02-26T15:00:00.000Z
대구,남구,24,14,2022-02-24T11:00:00.000Z
대구,달서구,26,17,2022-02-24T11:00:00.000Z
대구,달성군,26,14,2022-02-24T11:00:00.000Z
대구,동구,28,12,2022-02-24T11:00:00.000Z
대구,북구,17,9,2022-02-24T11:00:00.000Z
대구,서구,19,12,2022-02-24T11:00:00.000Z
대구,수성구,27,10,2022-02-24T11:00:00.000Z
대구,중구,22,11,2022-02-24T11:00:00.000Z
대구,남구,23,11,2022-02-23T23:00:00.000Z
대구,달서구,29,14,2022-02-23T23:00:00.000Z
대구,달성군,24,10,2022-02-23T23:00:00.000Z
대구,동구,23,11,2022-02-23T23:00:00.000Z
대구,북구,20,11,2022-02-23T23:00:00.000Z
대구,서구,22,11,2022-02-23T23:00:00.000Z
대구,수성구,24,12,2022-02-23T23:00:00.000Z
대구,중구,25,10,2022-02-23T23:00:00.000Z
대구,남구,100,25,2022-02-26T15:00:00.000Z
대구,달서구,66,26,2022-02-26T15:00:00.000Z
대구,달성군,76,22,2022-02-26T15:00:00.000Z
대구,동구,66,28,2022-02-26T15:00:00.000Z
대구,북구,54,28,2022-02-26T15:00:00.000Z
대구,서구,59,27,2022-02-26T15:00:00.000Z
대구,수성구,54,24,2022-02-26T15:00:00.000Z
대구,중구,55,26,2022-02-26T15:00:00.000Z
대구,남구,43,19,2022-02-26T17:00:00.000Z
대구,달서구,49,23,2022-02-26T17:00:00.000Z
대구,달성군,45,19,2022-02-26T17:00:00.000Z
대구,동구,65,25,2022-02-26T17:00:00.000Z
대구,북구,50,21,2022-02-26T17:00:00.000Z
대구,서구,50,24,2022-02-26T17:00:00.000Z
대구,수성구,50,18,2022-02-26T17:00:00.000Z
대구,중구,46,21,2022-02-26T17:00:00.000Z
대구,남구,63,35,2022-02-25T12:00:00.000Z
대구,달서구,56,35,2022-02-25T12:00:00.000Z
대구,달성군,54,32,2022-02-25T12:00:00.000Z
대구,동구,59,33,2022-02-25T12:00:00.000Z
대구,북구,55,32,2022-02-25T12:00:00.000Z
대구,서구,54,35,2022-02-25T12:00:00.000Z
대구,수성구,58,37,2022-02-25T12:00:00.000Z
대구,중구,53,34,2022-02-25T12:00:00.000Z
울산,남구,75,43,2022-02-26T17:00:00.000Z
울산,동구,67,37,2022-02-26T17:00:00.000Z
울산,북구,64,44,2022-02-26T17:00:00.000Z
울산,울주군,65,41,2022-02-26T17:00:00.000Z
울산,중구,64,40,2022-02-26T17:00:00.000Z
울산,남구,24,14,2022-02-23T23:00:00.000Z
울산,동구,22,12,2022-02-23T23:00:00.000Z
울산,북구,35,16,2022-02-23T23:00:00.000Z
울산,울주군,23,16,2022-02-23T23:00:00.000Z
울산,중구,18,10,2022-02-23T23:00:00.000Z
울산,남구,106,38,2022-02-26T15:00:00.000Z
울산,동구,63,38,2022-02-26T15:00:00.000Z
울산,북구,62,30,2022-02-26T15:00:00.000Z
울산,울주군,65,41,2022-02-26T15:00:00.000Z
울산,중구,58,32,2022-02-26T15:00:00.000Z
울산,남구,94,31,2022-02-25T12:00:00.000Z
울산,동구,47,26,2022-02-25T12:00:00.000Z
울산,북구,70,31,2022-02-25T12:00:00.000Z
울산,울주군,44,28,2022-02-25T12:00:00.000Z
울산,중구,47,28,2022-02-25T12:00:00.000Z
울산,남구,29,11,2022-02-24T11:00:00.000Z
울산,동구,18,8,2022-02-24T11:00:00.000Z
울산,북구,36,9,2022-02-24T11:00:00.000Z
울산,울주군,23,9,2022-02-24T11:00:00.000Z
울산,중구,22,10,2022-02-24T11:00:00.000Z
대전,대덕구,64,36,2022-02-25T12:00:00.000Z
대전,동구,58,32,2022-02-25T12:00:00.000Z
대전,서구,46,36,2022-02-25T12:00:00.000Z
대전,유성구,62,43,2022-02-25T12:00:00.000Z
대전,중구,58,43,2022-02-25T12:00:00.000Z
대전,대덕구,43,19,2022-02-24T11:00:00.000Z
대전,동구,29,20,2022-02-24T11:00:00.000Z
대전,서구,25,20,2022-02-24T11:00:00.000Z
대전,유성구,36,20,2022-02-24T11:00:00.000Z
대전,중구,36,11,2022-02-24T11:00:00.000Z
대전,대덕구,81,23,2022-02-26T15:00:00.000Z
대전,동구,63,16,2022-02-26T15:00:00.000Z
대전,서구,58,15,2022-02-26T15:00:00.000Z
대전,유성구,64,21,2022-02-26T15:00:00.000Z
대전,중구,45,11,2022-02-26T15:00:00.000Z
대전,대덕구,46,19,2022-02-26T17:00:00.000Z
대전,동구,55,21,2022-02-26T17:00:00.000Z
대전,서구,58,12,2022-02-26T17:00:00.000Z
대전,유성구,49,20,2022-02-26T17:00:00.000Z
대전,중구,43,17,2022-02-26T17:00:00.000Z
대전,대덕구,28,11,2022-02-23T23:00:00.000Z
대전,동구,19,9,2022-02-23T23:00:00.000Z
대전,서구,26,12,2022-02-23T23:00:00.000Z
대전,유성구,21,10,2022-02-23T23:00:00.000Z
대전,중구,16,9,2022-02-23T23:00:00.000Z
광주,광산구,57,37,2022-02-25T12:00:00.000Z
광주,남구,58,41,2022-02-25T12:00:00.000Z
광주,동구,77,47,2022-02-25T12:00:00.000Z
광주,북구,49,36,2022-02-25T12:00:00.000Z
광주,서구,61,43,2022-02-25T12:00:00.000Z
광주,광산구,37,19,2022-02-24T11:00:00.000Z
광주,남구,36,24,2022-02-24T11:00:00.000Z
광주,동구,28,16,2022-02-24T11:00:00.000Z
광주,북구,25,15,2022-02-24T11:00:00.000Z
광주,서구,34,22,2022-02-24T11:00:00.000Z
광주,광산구,17,9,2022-02-23T23:00:00.000Z
광주,남구,16,8,2022-02-23T23:00:00.000Z
광주,동구,13,8,2022-02-23T23:00:00.000Z
광주,북구,12,8,2022-02-23T23:00:00.000Z
광주,서구,16,6,2022-02-23T23:00:00.000Z
광주,광산구,53,24,2022-02-26T15:00:00.000Z
광주,남구,48,28,2022-02-26T15:00:00.000Z
광주,동구,50,24,2022-02-26T15:00:00.000Z
광주,북구,45,26,2022-02-26T15:00:00.000Z
광주,서구,53,26,2022-02-26T15:00:00.000Z
광주,광산구,42,19,2022-02-26T17:00:00.000Z
광주,남구,45,24,2022-02-26T17:00:00.000Z
광주,동구,44,20,2022-02-26T17:00:00.000Z
광주,북구,40,18,2022-02-26T17:00:00.000Z
광주,서구,52,21,2022-02-26T17:00:00.000Z
제주,서귀포시,41,25,2022-02-26T15:00:00.000Z
제주,제주시,39,19,2022-02-26T15:00:00.000Z
제주,서귀포시,42,23,2022-02-26T17:00:00.000Z
제주,제주시,40,22,2022-02-26T17:00:00.000Z
제주,서귀포시,14,8,2022-02-23T23:00:00.000Z
제주,제주시,15,6,2022-02-23T23:00:00.000Z
제주,서귀포시,31,18,2022-02-25T12:00:00.000Z
제주,제주시,37,20,2022-02-25T12:00:00.000Z
제주,서귀포시,20,10,2022-02-24T11:00:00.000Z
제주,제주시,21,14,2022-02-24T11:00:00.000Z
세종,세종시,61,38,2022-02-25T12:00:00.000Z
세종,세종시,48,26,2022-02-26T15:00:00.000Z
세종,세종시,24,12,2022-02-23T23:00:00.000Z
세종,세종시,38,19,2022-02-24T11:00:00.000Z
세종,세종시,43,28,2022-02-26T17:00:00.000Z
